region,lease_num,address,city,state,state_category,zip,lease_exp,remaining_term_years,lease_rsf,annual_rent,rent_prsf
11,LMD10190,11545 ROCKVILLE PIKE,BETHESDA,MD,Maryland,20852-2747,12/14/2013,1.79,"347,922","$9,756,987",$28.04
11,LMD20679,4340 E WEST HWY,BETHESDA,MD,Maryland,20814-4411,8/25/2013,1.48,"137,753","$4,340,311",$31.51
11,LMD01786,6700 ROCKLEDGE DRIVE,BETHESDA,MD,Maryland,20817-3206,5/31/2012,0.25,"159,731","$5,128,174",$32.11
11,LMD01787,6701 ROCKLEDGE DRIVE,BETHESDA,MD,Maryland,20817-1814,6/30/2015,3.33,"247,130","$7,385,935",$29.89
11,LMD02214,7501 WISCONSIN AVENUE,BETHESDA,MD,Maryland,20814-6519,6/14/2015,3.29,"70,500","$3,061,262",$43.42
11,LMD02232,7700 WISCONSIN AVENUE,BETHESDA,MD,Maryland,20814-3578,9/29/2015,3.58,"85,431","$3,575,287",$41.85
11,LMD01640,7900 CEDARVILLE ROAD,BRANDYWINE,MD,Maryland,20613-3018,1/31/2014,1.92,"141,486","$990,237",$7.00
11,LMD01555,2400 SCHUSTER DRIVE,CHEVERLY,MD,Maryland,20781-1121,4/30/2013,1.16,"82,090","$686,180",$8.36
11,LMD01538,4300 RIVER ROAD,COLLEGE PARK,MD,Maryland,20740-3835,8/31/2014,2.50,"80,677","$3,252,557",$40.32
11,LMD30120,16050 INDUSTRIAL DR,GAITHERSBURG,MD,Maryland,20877-1464,2/28/2014,2.00,"150,000","$1,127,447",$7.52
11,LMD01872,16071 INDUSTRIAL DR,GAITHERSBURG,MD,Maryland,20877-1462,10/8/2015,3.61,"115,383","$1,722,533",$14.93
11,LMD01871,16071 INDUSTRIAL DR,GAITHERSBURG,MD,Maryland,20877-1462,10/8/2015,3.61,"54,326","$1,242,958",$22.88
11,LMD02194,20300 CENTURY BLVD,GERMANTOWN,MD,Maryland,20874-1132,11/30/2019,7.75,"85,804","$2,229,875",$25.99
11,LMD01888,20400 CENTURY BLVD,GERMANTOWN,MD,Maryland,20874-1176,7/31/2015,3.42,"80,550","$1,673,953",$20.78
11,LMD00256,3311 TOLEDO ROAD,HYATTSVILLE,MD,Maryland,20782-2064,12/31/2012,0.84,"178,450","$4,973,343",$27.87
11,LMD90181,3341 75th AVENUE,HYATTSVILLE,MD,Maryland,20785-1511,5/31/2012,0.25,"67,526","$536,156",$7.94
11,LMD10258,3700 EAST WEST HIGHWAY,HYATTSVILLE,MD,Maryland,20782-2015,9/30/2012,0.58,"392,578","$8,168,218",$20.81
11,LMD01953,6511 AMERICA BLVD,HYATTSVILLE,MD,Maryland,20782-2079,3/31/2013,1.08,"52,357","$1,625,116",$31.04
11,LMD01906,1701 BRIGHT SEAT RD,LANDOVER,MD,Maryland,20785-3767,3/31/2012,0.08,"216,500","$2,585,364",$11.94
11,LMD02308,3101 PENNSY DRIVE,LANDOVER,MD,Maryland,20785-1508,1/31/2020,7.92,"103,935","$1,597,256",$15.37
11,LMD00253,3201 PENNSY DRIVE,LANDOVER,MD,Maryland,20785-1603,3/17/2012,0.04,"265,000","$1,726,242",$6.51
11,LMD02137,3300 75TH AVENUE,LANDOVER,MD,Maryland,20785-1501,8/31/2019,7.50,"266,000","$4,818,625",$18.12
11,LMD02224,3300 HUBBARD RD,LANDOVER,MD,Maryland,20785-2010,2/24/2020,7.99,"51,630","$774,135",$14.99
11,LMD40223,3601 PENNSY DRIVE,LANDOVER,MD,Maryland,20785-1612,4/17/2016,4.13,"71,400","$678,018",$9.50
11,LMD01603,6340 COLUMBIA PARK ROAD,LANDOVER,MD,Maryland,20785-3215,9/17/2013,1.55,"60,389","$337,935",$5.60
11,LMD01642,7100 OLD LANDOVER ROAD,LANDOVER,MD,Maryland,20785-1506,12/7/2013,1.77,"91,525","$764,622",$8.35
11,LMD01913,8335-8361 ARDWICK ARDMORE ROAD,LANDOVER,MD,Maryland,20785-1622,2/29/2016,4.00,"70,000","$685,141",$9.79
11,LMD20721,"8377-8387,8397-8413ADAR",LANDOVER,MD,Maryland,20785-0000,3/31/2012,0.08,"70,978","$666,654",$9.39
11,LMD01634,GOOD LUCK ROAD,LANHAM,MD,Maryland,20706-3707,12/6/2015,3.77,"142,810","$2,881,458",$20.18
11,LMD01969,6009 OXON HILL RD,OXON HILL,MD,Maryland,20745-3129,1/9/2013,0.86,"117,098","$3,068,186",$26.20
11,LMD30138,4700 RIVER ROAD,RIVERDALE PARK,MD,Maryland,20737-1228,2/14/2015,2.96,"337,500","$8,241,462",$24.42
11,LMD10192,7001 LAFAYETTE AVE,RIVERDALE PARK,MD,Maryland,20737-1167,3/31/2012,0.08,"102,159","$919,857",$9.00
11,LMD01638,1 CHOKE CHERRY ROAD,ROCKVILLE,MD,Maryland,20850-4030,8/26/2014,2.49,"228,020","$5,329,954",$23.37
11,LMD01504,1101 WOOTTON PKWY,ROCKVILLE,MD,Maryland,20852-1059,2/25/2013,0.99,"95,188","$3,012,676",$31.65
11,LMD01820,11400 ROCKVILLE PIKE,ROCKVILLE,MD,Maryland,20852-3004,11/21/2014,2.73,"78,956","$2,247,197",$28.46
11,LMD01855,1151 SEVEN LOCKS RD,ROCKVILLE,MD,Maryland,20854-2968,7/15/2015,3.37,"96,016","$3,038,923",$31.65
11,LMD01507,11919 ROCKVILLE PIKE,ROCKVILLE,MD,Maryland,20852-2712,1/18/2013,0.88,"61,902","$2,389,044",$38.59
11,LMD02297,12100 PARKLAWN DR,ROCKVILLE,MD,Maryland,20852-1708,6/29/2021,9.33,"78,177","$1,119,495",$14.32
11,LMD01665,12300 TWINBROOK PKY,ROCKVILLE,MD,Maryland,20852-1606,8/12/2013,1.45,"87,727","$2,894,114",$32.99
11,LMD02172,12420 PARKLAWN DR,ROCKVILLE,MD,Maryland,20852-1740,12/20/2015,3.81,"93,014","$3,145,048",$33.81
11,LMD02250,12501 ARDENNES AVE,ROCKVILLE,MD,Maryland,20852-1741,10/23/2016,4.65,"70,701","$2,410,024",$34.09
11,LMD01722,1350 PICCARD DR,ROCKVILLE,MD,Maryland,20850-4307,8/3/2014,2.42,"104,474","$2,700,531",$25.85
11,LMD01968,1401 ROCKVILLE PIKE,ROCKVILLE,MD,Maryland,20852-1428,9/30/2012,0.58,"100,522","$3,097,169",$30.81
11,LMD01671,2094 GAITHER RD,ROCKVILLE,MD,Maryland,20850-4009,8/11/2013,1.45,"53,512","$1,396,398",$26.10
11,LMD02000,21 CHURCH STREET,ROCKVILLE,MD,Maryland,20850-4207,9/30/2018,6.59,"75,307","$3,050,980",$40.51
11,LMD01842,2115 EAST JEFFERSON STREET,ROCKVILLE,MD,Maryland,20852-4902,11/1/2015,3.67,"89,708","$2,097,276",$23.38
11,LMD02113,5 RESEARCH PL,ROCKVILLE,MD,Maryland,20850-3213,11/30/2020,8.76,"63,852","$2,499,302",$39.14
11,LMD01425,540 GAITHER RD,ROCKVILLE,MD,Maryland,20850-6649,3/22/2013,1.06,"133,895","$3,762,143",$28.10
11,LMD80554,5515 SECURITY LANE,ROCKVILLE,MD,Maryland,20852-5007,7/31/2014,2.42,"57,803","$1,804,868",$31.22
11,LMD00082,5600 FISHERS LN,ROCKVILLE,MD,Maryland,20852-1750,7/31/2015,3.42,"801,550","$21,641,850",$27.00
11,LMD70241,5630 FISHERS LANE,ROCKVILLE,MD,Maryland,20857-0003,2/28/2013,1.00,"54,583","$1,812,210",$33.20
11,LMD01927,6003 EXECUTIVE BLVD,ROCKVILLE,MD,Maryland,20852-3823,3/19/2012,0.05,"62,012","$2,172,852",$35.04
11,LMD02062,6011 EXECUTIVE BLVD.,ROCKVILLE,MD,Maryland,20852-3804,9/30/2014,2.58,"57,310","$1,932,685",$33.72
11,LMD02240,6100 EXECUTIVE BLVD,ROCKVILLE,MD,Maryland,20852-3902,9/21/2015,3.56,"82,873","$2,687,856",$32.43
11,LMD02084,6116 EXECUTIVE BLVD.,ROCKVILLE,MD,Maryland,20852-4920,5/31/2012,0.25,"163,857","$5,916,976",$36.11
11,LMD80561,6120 & 6130 EXECUTIVE BLVD,ROCKVILLE,MD,Maryland,20852-4906,9/30/2013,1.58,"216,479","$8,387,667",$38.75
11,LMD30184,6120 & 6130 EXECUTIVE BLVD,ROCKVILLE,MD,Maryland,20852-4906,9/30/2013,1.58,"114,775","$3,722,237",$32.43
11,LMD01881,7500 STANDISH PLACE,ROCKVILLE,MD,Maryland,20855-2764,11/14/2013,1.71,"113,934","$3,494,623",$30.67
11,LMD01570,7520 STANDISH PLACE,ROCKVILLE,MD,Maryland,20855-2733,12/31/2012,0.84,"53,227","$1,741,540",$32.72
11,LMD02326,801 THOMPSON AVE,ROCKVILLE,MD,Maryland,20852-1627,11/2/2016,4.68,"50,918","$1,629,376",$32.00
11,LMD01756,9200 CORPORATE BLVD,ROCKVILLE,MD,Maryland,20850-3229,9/14/2014,2.54,"108,518","$3,533,209",$32.56
11,LMD01793,9800 MEDICAL CENTER DRIVE,ROCKVILLE,MD,Maryland,20850-6386,9/30/2013,1.58,"59,662","$2,821,746",$47.30
11,LMD02162,10001 NEW HAMPSHIRE AVE,SILVER SPRING,MD,Maryland,20903-1702,10/22/2020,8.65,"51,728","$1,721,508",$33.28
11,LMD00212,11800 TECH ROAD,SILVER SPRING,MD,Maryland,20904-1987,9/30/2015,3.58,"54,208","$600,407",$11.08
11,LMD30083,1305 E WEST HWY,SILVER SPRING,MD,Maryland,20910-3278,5/5/2013,1.18,"285,844","$7,098,961",$24.84
11,LMD20700,1315 E WEST HWY,SILVER SPRING,MD,Maryland,20910-6233,6/26/2013,1.32,"493,095","$12,306,065",$24.96
11,LMD90153,1325 E WEST HWY,SILVER SPRING,MD,Maryland,20910-3280,12/31/2013,1.84,"281,748","$7,461,348",$26.48
11,LMD01889,8455 COLESVILLE RD,SILVER SPRING,MD,Maryland,20910-3315,6/20/2015,3.30,"64,281","$1,748,543",$27.20
11,LMD01978,8455 COLESVILLE RD,SILVER SPRING,MD,Maryland,20910-3315,6/21/2012,0.31,"57,165","$1,747,880",$30.58
11,LMD00219,5200 AUTH ROAD,SUITLAND,MD,Maryland,20746-4304,9/30/2012,0.58,"137,004","$1,834,029",$13.39
11,LMD80659,1440 MCCORMICK DRIVE,UPPER MARLBORO,MD,Maryland,20774-5313,3/28/2022,10.08,"50,978","$2,076,696",$40.74
11,LVA01776,1801 N. BEAUREGARD STREET,ALEXANDRIA,VA,Virginia,22311-1701,8/1/2015,3.42,"56,431","$1,273,090",$22.56
11,LVA01805,200 STOVALL STREET,ALEXANDRIA,VA,Virginia,22332-0001,4/19/2014,2.13,"401,792","$10,699,752",$26.63
11,LVA80622,200 STOVALL STREET,ALEXANDRIA,VA,Virginia,22332-0001,4/19/2014,2.13,"204,783","$6,960,574",$33.99
11,LVA01295,2461 EISENHOWER AVE,ALEXANDRIA,VA,Virginia,22331-3013,3/31/2012,0.08,"312,976","$10,638,054",$33.99
11,LVA01943,3101 PARK CENTER DRIVE,ALEXANDRIA,VA,Virginia,22302-1500,5/31/2017,5.25,"184,216","$5,253,952",$28.52
11,LVA80671,400 DULANY STREET,ALEXANDRIA,VA,Virginia,22314-5774,8/23/2024,12.49,"2,386,940","$71,511,980",$29.96
11,LVA01849,4501 FORD AVE,ALEXANDRIA,VA,Virginia,22302-1461,12/31/2014,2.84,"99,168","$3,002,598",$30.28
11,LVA02023,5775 GENERAL WASH DR,ALEXANDRIA,VA,Virginia,22312-2418,1/28/2014,1.91,"51,279","$773,360",$15.08
11,LVA02311,5971 KINGSTOWNE VILLAGE PKY,ALEXANDRIA,VA,Virginia,22315-5891,5/31/2021,9.25,"50,639","$2,012,900",$39.75
11,LVA02060,601 N. FAIRFAX ST,ALEXANDRIA,VA,Virginia,22314-2054,7/31/2012,0.42,"61,708","$2,036,974",$33.01
11,LVA00228,6295 EDSALL RD,ALEXANDRIA,VA,Virginia,22312-2670,3/31/2012,0.08,"70,460","$1,054,746",$14.97
11,LVA01543,6315 BREN MAR DRIVE,ALEXANDRIA,VA,Virginia,22312-6300,9/14/2013,1.54,"96,889","$2,663,957",$27.49
11,LVA02140,"883,885,901-27S.PICKETT",ALEXANDRIA,VA,Virginia,22304-4605,7/31/2014,2.42,"128,846","$2,062,450",$16.01
11,LVA01487,"1000 WILSON BOULEVARD,",ARLINGTON,VA,Virginia,22209-2230,12/26/2012,0.82,"82,428","$3,102,702",$37.64
11,LVA01419,1100 WILSON BLVD,ARLINGTON,VA,Virginia,22209-2249,4/27/2012,0.16,"81,300","$3,244,267",$39.90
11,LVA01731,1110 N. GLEBE RD,ARLINGTON,VA,Virginia,22201-4795,4/30/2014,2.16,"98,495","$3,269,019",$33.19
11,LVA02176,1310 N. COURTHOUSE,ARLINGTON,VA,Virginia,22201-2508,10/11/2015,3.61,"71,027","$2,959,611",$41.67
11,LVA02243,1400 WILSON BOULEVARD,ARLINGTON,VA,Virginia,22209-2308,3/31/2021,9.09,"108,296","$4,010,710",$37.03
11,LVA01859,1400-1450 S EADS ST,ARLINGTON,VA,Virginia,22202-4710,5/31/2015,3.25,"76,164","$1,919,692",$25.20
11,LVA00202,1401 WILSON BLVD,ARLINGTON,VA,Virginia,22209-2306,7/1/2015,3.33,"65,003","$2,523,332",$38.82
11,LVA01830,1525 WILSON BLVD,ARLINGTON,VA,Virginia,22209-2411,3/23/2015,3.06,"63,321","$2,277,715",$35.97
11,LVA01687,1616 NORTH FORT MYER DRIVE,ARLINGTON,VA,Virginia,22209-3110,5/23/2014,2.23,"55,043","$1,678,480",$30.49
11,LVA80571,1621 N KENT STREET,ARLINGTON,VA,Virginia,22209-2131,12/31/2013,1.84,"61,720","$2,592,240",$42.00
11,LVA01486,1700 N MOORE ST,ARLINGTON,VA,Virginia,22209-2793,6/30/2012,0.33,"66,759","$1,977,118",$29.62
11,LVA01673,1701 N FORT MYER DRIVE,ARLINGTON,VA,Virginia,22209-3111,6/30/2014,2.33,"280,259","$10,008,840",$35.71
11,LVA01904,1750 CRYSTAL DRIVE,ARLINGTON,VA,Virginia,22202-3403,12/31/2015,3.84,"169,246","$5,448,255",$32.19
11,LVA01948,1750 CRYSTAL DRIVE,ARLINGTON,VA,Virginia,22202-3403,12/31/2015,3.84,"53,764","$1,707,259",$31.75
11,LVA02269,1800 N KENT ST,ARLINGTON,VA,Virginia,22209-2109,11/30/2020,8.76,"176,676","$6,741,260",$38.16
11,LVA02191,1800 S. BELL STREET,ARLINGTON,VA,Virginia,22202-3546,10/1/2020,8.59,"102,238","$3,782,806",$37.00
11,LVA02289,1801 S BELL ST,ARLINGTON,VA,Virginia,22202-4506,2/11/2016,3.95,"51,750","$2,108,662",$40.75
11,LVA00207,1851 S BELL ST,ARLINGTON,VA,Virginia,22202-3538,3/31/2012,0.08,"158,107","$6,798,601",$43.00
11,LVA01465,1851 S BELL ST,ARLINGTON,VA,Virginia,22202-3538,3/31/2012,0.08,"121,687","$5,232,541",$43.00
11,LVA01464,1851 S BELL ST,ARLINGTON,VA,Virginia,22202-3538,3/31/2012,0.08,"65,637","$2,251,032",$34.30
11,LVA02017,1901 SOUTH BELL STREET,ARLINGTON,VA,Virginia,22202-4500,4/14/2014,2.12,"77,454","$2,740,403",$35.38
11,LVA00208,1901 SOUTH BELL STREET,ARLINGTON,VA,Virginia,22202-4500,2/11/2016,3.95,"58,744","$2,525,992",$43.00
11,LVA02149,200 12TH STREET SOUTH,ARLINGTON,VA,Virginia,22202-4304,10/31/2018,6.67,"53,651","$2,195,653",$40.92
11,LVA80654,201 12TH ST S,ARLINGTON,VA,Virginia,22202-4359,6/5/2012,0.26,"133,292","$4,748,663",$35.63
11,LVA80660,201 12TH ST S,ARLINGTON,VA,Virginia,22202-4359,3/13/2014,2.03,"71,465","$3,110,422",$43.52
11,LVA01832,2011 CRYSTAL DR,ARLINGTON,VA,Virginia,22202-3709,5/31/2015,3.25,"51,226","$2,216,043",$43.26
11,LVA01898,2100 CRYSTAL DRIVE,ARLINGTON,VA,Virginia,22202-3708,3/22/2017,5.06,"84,280","$2,452,995",$29.11
11,LVA02111,2121 CRYSTAL DRIVE,ARLINGTON,VA,Virginia,22202-3706,11/15/2019,7.71,"59,468","$2,644,363",$44.47
11,LVA01712,2200 CRYSTAL DR,ARLINGTON,VA,Virginia,22202-3713,2/11/2016,3.95,"278,101","$8,177,373",$29.40
11,LVA02125,2345 CRYSTAL DRIVE,ARLINGTON,VA,Virginia,22202-4801,9/30/2018,6.59,"57,447","$2,608,386",$45.41
11,LVA02203,241 18TH STREET SOUTH,ARLINGTON,VA,Virginia,22202-4381,4/14/2014,2.12,"50,348","$2,174,354",$43.19
11,LVA01775,2521 S CLARK ST,ARLINGTON,VA,Virginia,22202-3909,3/16/2015,3.04,"130,624","$4,124,179",$31.57
11,LVA01675,2521 S CLARK ST,ARLINGTON,VA,Virginia,22202-3909,3/24/2014,2.06,"76,332","$2,003,543",$26.25
11,LVA01711,2521 S CLARK ST,ARLINGTON,VA,Virginia,22202-3909,2/10/2015,2.95,"60,380","$1,638,736",$27.14
11,LVA01639,2530 CRYSTAL PLAZA DRIVE,ARLINGTON,VA,Virginia,22202-3905,4/30/2013,1.16,"524,867","$19,127,928",$36.44
11,LVA01719,2733 CRYSTAL DR,ARLINGTON,VA,Virginia,22202-3553,4/5/2016,4.10,"141,191","$5,361,693",$37.97
11,LVA02169,2733 CRYSTAL DR,ARLINGTON,VA,Virginia,22202-3553,11/7/2020,8.69,"83,017","$2,754,492",$33.18
11,LVA01718,2777 CRYSTAL DRIVE,ARLINGTON,VA,Virginia,22202-3553,3/1/2016,4.00,"312,460","$10,852,080",$34.73
11,LVA02005,2800 S. RANDOLPH STREET,ARLINGTON,VA,Virginia,22206-2370,3/31/2019,7.08,"168,468","$5,260,903",$31.23
11,LVA02119,3100 CLARENDON BLVD,ARLINGTON,VA,Virginia,22201-5302,5/31/2018,6.25,"221,084","$8,214,624",$37.16
11,LVA00173,3701 N FAIRFAX DR,ARLINGTON,VA,Virginia,22203-1700,7/31/2012,0.42,"70,016","$2,387,658",$34.10
11,LVA01690,4040 FAIRFAX DR,ARLINGTON,VA,Virginia,22203-1613,12/9/2013,1.78,"124,749","$3,665,259",$29.38
11,LVA00176,4121 WILSON BLVD,ARLINGTON,VA,Virginia,22203-1839,4/30/2013,1.16,"90,797","$3,320,391",$36.57
11,LVA01626,4200 WILSON BLVD,ARLINGTON,VA,Virginia,22203-1800,6/25/2013,1.32,"70,060","$2,977,638",$42.50
11,LVA01963,4200 WILSON BLVD,ARLINGTON,VA,Virginia,22203-1800,6/30/2016,4.33,"67,081","$2,438,643",$36.35
11,LVA00143,4201 WILSON BLVD,ARLINGTON,VA,Virginia,22203-1859,12/31/2013,1.84,"540,810","$16,317,493",$30.17
11,LVA02051,4401 N. FAIRFAX DR,ARLINGTON,VA,Virginia,22203-1610,9/30/2013,1.58,"138,155","$4,933,573",$35.71
11,LVA01459,4501 N FAIRFAX DR,ARLINGTON,VA,Virginia,22203-1656,9/11/2013,1.53,"57,576","$2,173,359",$37.75
11,LVA01924,4601 NORTH FAIRFAX DRIVE,ARLINGTON,VA,Virginia,22202-1500,7/4/2017,5.35,"76,987","$2,694,010",$34.99
11,LVA01877,501 - 15TH STREET,ARLINGTON,VA,Virginia,22202-2802,6/30/2015,3.33,"52,641","$772,111",$14.67
11,LVA01994,600-700 ARMY NAVY DR,ARLINGTON,VA,Virginia,22202-4200,9/30/2018,6.59,"503,776","$19,271,450",$38.25
11,LVA02106,675 NORTH RANDOLPH STREET,ARLINGTON,VA,Virginia,22203-1823,12/22/2026,14.82,"352,740","$15,527,548",$44.02
11,LVA01489,875 N RANDOLPH STREET,ARLINGTON,VA,Virginia,22203-1927,9/30/2012,0.58,"313,595","$11,852,122",$37.79
11,LVA01975,901 N STUART ST,ARLINGTON,VA,Virginia,22203-1821,9/15/2012,0.54,"130,206","$4,947,828",$38.00
11,LVA00244,14560 AVION PARKWAY,CHANTILLY,VA,Virginia,20151-1101,1/31/2017,4.92,"71,504","$2,440,874",$34.14
11,LVA00229,14800 CONFERENCE CENTER DRIVE,CHANTILLY,VA,Virginia,20151-3810,4/30/2012,0.16,"72,951","$2,334,432",$32.00
11,LVA02186,2216 GALLOWS ROAD,DUNN LORING,VA,Virginia,22027-1136,9/15/2019,7.55,"55,948","$1,797,514",$32.13
11,LVA70375,10304 EATON PLACE,FAIRFAX,VA,Virginia,22030-2238,5/3/2012,0.17,"92,992","$3,694,011",$39.72
11,LVA01765,2675 PROSPERITY AVE,FAIRFAX,VA,Virginia,22031-4906,8/23/2015,3.48,"104,278","$3,265,346",$31.31
11,LVA01607,2675 PROSPERITY AVE,FAIRFAX,VA,Virginia,22031-4906,2/24/2014,1.99,"93,817","$2,833,278",$30.20
11,LVA01667,6305-13 GRAVEL AVE,FAIRFAX,VA,Virginia,22310-3217,10/17/2013,1.63,"123,651","$1,279,045",$10.34
11,LVA01993,5107 LEESBURG PIKE,FALLS CHURCH,VA,Virginia,22041-3260,9/30/2019,7.59,"334,103","$11,470,517",$34.33
11,LVA01759,5107 LEESBURG PIKE,FALLS CHURCH,VA,Virginia,22041-3260,9/15/2015,3.54,"183,553","$5,503,029",$29.98
11,LVA01710,5109 LEESBURG PIKE,FALLS CHURCH,VA,Virginia,22041-3215,8/14/2014,2.45,"148,099","$3,606,371",$24.35
11,LVA01748,5600 COLUMBIA PIKE,FALLS CHURCH,VA,Virginia,22041-2717,7/8/2014,2.35,"157,736","$2,787,883",$17.67
11,LVA01652,5611 COLUMBIA PIKE,FALLS CHURCH,VA,Virginia,22041-5000,6/30/2013,1.33,"258,248","$7,006,091",$27.13
11,LVA01575,7799 LEESBURG PIKE,FALLS CHURCH,VA,Virginia,22043-2408,7/14/2012,0.37,"98,469","$2,722,939",$27.65
11,LVA01925,12825 WORLDGATE DRIVE,HERNDON,VA,Virginia,20170-4387,3/11/2017,5.03,"80,580","$2,405,394",$29.85
11,LVA02314,13221 WOODLAND PARK RD,HERNDON,VA,Virginia,20171-5503,1/31/2016,3.92,"55,620","$1,450,427",$26.08
11,LVA80407,381 ELDEN ST,HERNDON,VA,Virginia,20170-4879,4/15/2012,0.12,"124,548","$3,168,977",$25.44
11,LVA02108,381 ELDEN ST,HERNDON,VA,Virginia,20170-4879,4/15/2019,7.13,"58,538","$1,351,057",$23.08
11,LVA01478,499 GROVE STREET,HERNDON,VA,Virginia,20170-4732,7/14/2019,7.37,"257,400","$9,758,024",$37.91
11,LVA80580,535 HUNTMAR PARK DRIVE,HERNDON,VA,Virginia,20170-5100,11/11/2014,2.70,"60,421","$1,731,535",$28.66
11,LVA80560,BUILDING ONE,HERNDON,VA,Virginia,20170-4729,12/3/2020,8.76,"235,201","$7,698,892",$32.73
11,LVA02173,10400 FURNACE RD,LORTON,VA,Virginia,22079-2613,9/14/2016,4.54,"53,105","$1,758,968",$33.12
11,LVA80510,10501 FURNACE ROAD,LORTON,VA,Virginia,22079-2631,8/5/2020,8.44,"90,167","$2,253,286",$24.99
11,LVA01755,9610 GUNSTON COVE ROAD,LORTON,VA,Virginia,22079-2310,8/1/2014,2.42,"54,180","$414,026",$7.64
11,LVA01929,9325 DISCOVERY BLVD,MANASSAS,VA,Virginia,20109-3992,11/30/2022,10.76,"216,285","$7,651,892",$35.38
11,LVA01458,8400 TERMINAL ROAD,NEWINGTON,VA,Virginia,22122-9997,12/31/2013,1.84,"59,240","$511,857",$8.64
11,LVA02063,10803-10805 PARKRIDGE BOULEVARD,RESTON,VA,Virginia,20191-4335,11/17/2012,0.72,"74,497","$2,351,951",$31.57
11,LVA01701,12200 SUNRISE VALLEY,RESTON,VA,Virginia,20191-3402,1/31/2015,2.92,"57,696","$1,325,630",$22.98
11,LVA01433,1801 NORTH LYNN STREET,ROSSLYN,VA,Virginia,22209-2000,6/30/2013,1.33,"343,311","$14,516,075",$42.28
11,LVA00204,6350 WALKER LANE,SPRINGFIELD,VA,Virginia,22310-3229,12/7/2015,3.77,"76,581","$2,844,984",$37.15
11,LVA02258,7374 BOSTON BLVD,SPRINGFIELD,VA,Virginia,22153-2804,3/31/2021,9.09,"57,321","$917,136",$16.00
11,LVA02256,7500 BOSTON BLVD,SPRINGFIELD,VA,Virginia,22153-3133,6/30/2020,8.34,"79,971","$1,267,540",$15.85
11,LVA02227,7501 BOSTON BLVD.,SPRINGFIELD,VA,Virginia,22153-3135,12/31/2015,3.84,"75,756","$1,920,066",$25.35
11,LVA40129,7681 BOSTON BLVD,SPRINGFIELD,VA,Virginia,22153-3137,9/30/2014,2.58,"114,028","$1,449,375",$12.71
11,LVA02257,7943-59 ANGUS COURT,SPRINGFIELD,VA,Virginia,22153-2801,5/31/2020,8.25,"54,553","$606,324",$11.11
11,LVA02259,7943-59 CLUNY COURT,SPRINGFIELD,VA,Virginia,22153-2810,11/30/2020,8.76,"117,307","$1,312,398",$11.19
11,LVA01493,8380 ALBAN ROAD,SPRINGFIELD,VA,Virginia,22150-2303,9/16/2012,0.55,"67,628","$2,232,615",$33.01
11,LVA80595,8600 MORRISSETTE,SPRINGFIELD,VA,Virginia,22152-1001,12/31/2014,2.84,"53,940","$606,825",$11.25
11,LVA12518,8701 MORRISSETTE DR,SPRINGFIELD,VA,Virginia,22152-1079,2/13/2021,8.96,"92,938","$1,428,457",$15.37
11,LVA02100,8712-8730 MORRISSETTE DRIVE,SPRINGFIELD,VA,Virginia,22152-1079,9/30/2013,1.58,"53,580","$983,154",$18.35
11,LVA02142,21400 RIDGETOP CIRCLE,STERLING,VA,Virginia,20166-6511,1/29/2014,1.92,"50,404","$1,099,777",$21.82
11,LVA01782,22400 SHAW RD,STERLING,VA,Virginia,20164-9319,3/28/2017,5.08,"75,963","$2,005,676",$26.40
11,LVA02238,44132 MERCURE CIRCLE,STERLING,VA,Virginia,20166-2000,3/31/2020,8.09,"69,695","$1,341,217",$19.24
11,LVA01680,2070 CHAIN BRIDGE RD,VIENNA,VA,Virginia,22182-2536,7/8/2014,2.35,"190,525","$4,503,461",$23.64
11,LVA02035,7980 SCIENCE APPLICATIONS COURT,VIENNA,VA,Virginia,22182-4015,10/8/2013,1.61,"50,475","$2,083,568",$41.28
11,LVA01928,801 FOLLIN LANE,VIENNA,VA,Virginia,22180-4908,1/19/2021,8.89,"165,000","$5,747,929",$34.84
11,LVA02330,15015 FARM CREEK DRIVE,WOODBRIDGE,VA,Virginia,22191-3553,6/30/2021,9.34,"83,333","$1,078,329",$12.94
