size
"21,390"
"1,532"
"4,675"
"3,494"
"8,241"
"4,879"
"5,000"
"3,314"
827
"6,717"
"11,098"
800
"14,501"
"8,110"
"12,964"
"6,602"
"30,480"
"6,642"
"24,750"
"7,940"
"10,057"
"125,603"
"113,446"
"42,995"
335
"49,990"
"141,223"
"345,000"
"109,517"
"11,133"
"9,632"
"1,784"
"25,552"
"8,811"
"7,875"
"87,218"
"38,822"
"19,411"
"7,074"
"5,531"
"309,310"
"141,385"
"22,792"
"17,262"
"10,327"
"8,480"
"3,660"
"1,084"
"9,152"
"4,793"
"164,809"
"20,588"
"17,034"
"15,286"
"862,692"
"7,530"
"8,750"
"14,130"
"21,850"
"21,052"
"7,303"
"96,958"
"64,592"
"41,500"
"21,059"
"19,981"
"2,934"
"44,450"
"24,528"
"21,858"
"17,510"
"14,740"
"13,922"
"13,450"
"8,647"
"7,774"
"7,738"
"7,544"
"4,962"
"3,062"
661
"22,902"
"22,435"
"10,949"
"7,850"
"2,584"
"7,452"
"7,728"
"2,653"
"19,129"
"7,516"
"2,994"
"9,882"
"13,386"
"36,152"
"7,815"
"3,750"
"95,634"
"6,200"
"5,684"
"3,021"
"51,729"
"42,491"
"8,866"
"22,056"
"11,399"
"2,505"
"8,500"
"10,465"
"18,457"
"27,718"
"44,347"
"4,909"
276
322
"5,713"
"12,705"
"10,727"
"1,250"
"8,135"
"17,651"
575
"25,300"
"2,581"
"2,361"
"4,238"
443
"4,370"
"2,959"
958
"6,026"
"5,221"
"5,814"
414
"8,700"
"7,398"
"11,380"
"5,348"
"10,909"
"13,812"
"7,100"
"8,999"
776
"5,509"
"63,549"
"79,033"
"2,530"
"1,265"
690
"3,939"
"3,011"
"4,010"
"11,172"
"3,940"
"1,400"
"6,433"
"3,197"
"5,839"
"5,155"
"8,129"
"4,830"
"7,217"
"2,300"
"5,345"
"13,350"
532
"25,679"
"51,453"
"44,000"
"22,049"
"19,566"
"5,117"
"4,750"
428
234
"4,511"
"3,719"
"1,785"
"13,701"
"61,992"
"45,374"
"27,889"
"1,564"
"6,569"
"2,539"
"40,698"
"138,834"
"6,111"
"4,370"
"4,405"
"6,000"
"5,520"
"1,574"
"9,900"
"2,260"
"16,872"
"8,086"
"5,740"
"22,000"
"6,162"
"9,446"
440
"19,994"
"25,788"
"1,323"
"50,200"
"16,300"
"12,000"
"9,723"
"10,174"
"11,951"
"1,424"
"7,932"
"14,363"
"2,115"
"97,490"
"7,727"
"17,404"
"119,760"
"3,794"
"6,670"
"5,315"
"70,373"
"1,553"
"13,452"
"4,025"
"7,475"
"10,141"
"4,781"
"4,140"
"8,532"
"15,780"
"1,277"
"41,348"
"1,725"
"14,444"
"9,868"
"7,467"
"35,005"
"39,992"
"13,174"
"3,923"
"30,402"
"1,752"
"5,853"
"61,904"
"4,167"
"38,186"
"5,835"
"110,194"
"11,449"
"20,125"
"22,501"
"15,438"
"12,612"
"53,917"
"8,676"
"13,360"
"19,115"
"4,000"
"1,417"
"11,362"
"7,202"
"2,143"
"12,165"
"27,229"
"50,523"
"17,733"
"16,366"
"96,607"
"3,681"
"9,736"
"11,632"
"8,730"
"4,237"
"4,380"
"31,323"
"19,004"
"9,417"
"1,220"
"33,338"
"1,700"
"16,681"
"8,660"
"1,211"
"18,951"
"8,194"
"7,291"
"13,761"
"4,194"
"6,654"
"47,060"
"36,151"
"5,414"
"5,246"
"1,955"
"1,725"
"26,796"
"21,327"
"29,188"
"9,476"
"5,451"
"1,783"
"28,768"
"1,886"
"64,000"
"13,640"
"6,613"
"3,028"
"7,627"
"164,898"
"30,623"
"34,383"
"34,111"
"30,377"
"20,653"
"2,312"
"5,675"
"3,756"
"5,887"
"7,652"
"135,478"
"71,063"
"44,720"
"320,825"
"82,912"
"8,662"
"14,878"
"6,750"
"10,600"
"4,735"
"4,176"
"25,444"
532
"9,450"
"6,998"
"106,637"
"101,269"
"106,298"
"25,560"
"162,094"
"5,421"
"23,866"
"12,317"
"7,830"
"8,005"
"12,119"
"1,006"
"10,481"
"17,253"
"3,381"
"1,604"
"13,509"
"8,144"
"11,731"
"4,000"
619
"16,606"
"38,324"
"4,864"
998
"5,951"
"15,458"
"18,095"
"3,565"
"16,273"
"10,000"
"5,635"
"2,760"
"8,489"
"4,901"
"1,043"
"1,040"
677
431
"10,939"
"4,430"
"3,996"
"110,000"
"5,000"
"1,335"
"2,300"
"5,627"
"63,760"
"4,393"
"26,397"
"35,366"
"2,410"
"5,343"
"5,138"
"54,157"
"20,990"
"5,350"
"12,920"
"21,691"
"40,348"
"1,416"
"23,172"
"7,871"
506
"32,948"
"54,579"
"11,141"
"25,470"
"5,726"
"5,726"
"122,475"
"5,726"
803
"8,617"
"7,705"
"9,407"
"59,547"
525
"21,874"
"3,510"
"3,010"
"29,325"
"6,000"
"6,052"
"124,664"
"4,280"
"4,058"
"3,168"
"11,500"
"1,438"
"39,350"
"1,173"
"15,173"
"34,904"
823
"6,815"
"14,631"
"19,969"
"58,990"
"5,330"
"284,209"
"182,500"
"63,500"
"3,450"
"6,465"
"5,474"
"6,466"
"6,627"
"5,020"
"8,693"
"4,025"
"15,945"
"10,107"
"2,263"
"2,328"
"1,633"
"6,325"
893
"8,800"
"5,598"
"7,224"
"3,232"
"1,938"
"10,000"
"1,600"
"6,889"
"8,600"
"27,042"
"3,853"
"587,528"
"7,492"
"52,467"
"35,616"
"96,278"
"16,544"
"11,620"
"1,994"
"48,342"
"30,835"
"3,836"
"3,926"
"80,607"
"28,919"
"12,153"
"10,507"
"9,926"
"2,634"
"2,241"
"1,102"
900
"7,361"
"1,500"
"7,087"
"21,400"
"9,768"
"13,919"
"1,515"
"1,888"
"1,552"
850
"3,600"
"1,386"
"7,587"
"14,206"
"2,771"
316
"14,222"
"4,448"
"7,594"
"5,300"
"10,000"
"2,553"
"15,740"
"3,940"
"79,540"
"12,116"
"4,378"
"386,821"
"25,000"
"3,411"
690
"40,023"
"11,896"
"6,562"
"2,175"
"1,383"
"135,746"
"8,233"
"6,862"
"13,000"
"111,951"
"17,582"
"15,729"
"13,670"
"30,000"
"6,686"
"35,385"
"92,080"
"9,524"
"6,750"
"62,500"
"5,450"
"8,919"
"5,929"
"22,725"
"1,919"
"4,978"
"16,044"
"1,909"
"1,188"
"8,800"
"7,081"
"12,639"
"6,688"
"4,025"
"76,112"
"12,995"
"14,714"
"11,615"
"50,816"
"32,312"
"5,118"
"7,215"
"13,173"
"7,624"
"1,885"
"1,081"
"15,993"
"15,993"
"3,960"
"12,347"
"57,815"
"4,701"
"1,256"
"1,266"
"10,969"
"6,150"
"20,792"
217
"1,928"
"40,097"
"49,370"
"1,912"
"2,471"
"2,662"
"4,500"
"2,907"
"6,900"
"2,780"
"6,240"
"13,421"
"2,448"
"7,317"
"1,256"
568
"3,596"
614
"5,785"
"2,700"
"7,500"
"3,861"
"1,523"
"2,195"
"10,240"
"11,359"
"5,445"
"12,786"
"6,842"
"2,258"
"11,601"
"2,739"
"1,663"
"12,429"
"2,589"
"6,097"
"3,389"
"1,888"
526
"8,368"
"33,040"
"5,440"
"11,942"
336
"7,907"
"8,407"
"10,546"
"10,625"
"11,645"
"2,103"
"2,920"
636
792
"10,066"
"1,122"
"13,228"
"14,540"
"3,007"
"34,463"
"5,189"
"30,765"
"5,515"
"3,834"
"2,880"
"2,032"
"24,300"
"16,197"
"39,438"
"9,835"
"4,640"
"11,310"
"36,085"
"10,640"
"16,018"
"2,827"
"10,440"
"4,730"
853
"4,898"
"6,509"
"25,645"
"1,008"
485
"36,593"
"34,312"
"2,477"
"10,347"
800
"16,767"
"7,542"
"4,600"
"1,620"
"2,850"
"1,666"
"2,830"
"4,582"
"4,558"
"12,584"
"5,795"
"4,617"
"9,332"
"2,397"
"2,269"
"1,765"
"1,536"
"4,550"
"1,742"
"23,031"
"1,500"
"44,936"
"20,116"
"1,249"
"3,000"
"9,872"
744
"17,151"
"7,370"
"21,356"
"5,570"
"110,064"
"1,000"
"5,000"
"63,230"
"32,746"
"13,500"
"11,676"
"8,916"
"4,718"
"8,141"
"4,795"
"7,816"
"5,407"
"35,152"
"12,353"
"17,108"
"21,300"
861
"12,160"
"17,512"
"9,405"
"9,264"
"2,307"
"2,279"
"1,155"
"129,895"
"3,000"
"167,000"
"20,704"
"9,193"
"3,540"
"30,000"
"27,273"
"16,256"
"8,399"
"1,100"
"5,290"
"26,947"
"11,305"
"1,200"
"13,731"
"9,432"
"15,992"
"5,962"
734
650
"14,312"
"8,691"
"12,460"
"2,022"
"15,886"
"51,847"
"40,003"
"5,240"
"7,585"
"4,012"
"7,096"
"3,000"
792
"21,284"
"56,004"
"8,000"
"1,415"
"8,908"
"7,763"
"3,117"
"2,070"
"12,906"
"51,285"
"4,448"
863
"78,634"
"4,255"
"16,538"
"3,865"
"73,853"
"11,518"
"32,446"
"12,695"
"24,990"
"42,179"
"5,563"
713
"16,080"
"13,209"
"10,091"
"10,000"
"45,911"
"27,310"
"137,779"
"33,040"
"27,325"
"36,173"
"1,243"
"29,200"
"3,680"
"5,100"
"57,055"
"1,700"
"20,012"
"10,520"
"127,210"
"20,685"
"27,238"
"4,792"
"49,427"
"8,168"
"3,440"
"15,689"
"56,597"
"43,122"
"39,830"
"18,950"
"9,583"
"29,167"
"15,000"
"10,715"
"16,528"
"60,157"
"6,395"
"2,790"
"247,685"
"13,234"
"6,296"
"1,400"
"8,993"
"16,417"
"14,199"
"16,935"
"43,300"
"3,200"
"33,500"
"69,554"
"6,311"
"3,341"
"11,478"
"4,862"
"3,441"
"1,094"
"10,320"
"3,435"
705
"16,103"
"45,911"
393
"1,905"
"1,750"
"14,800"
"2,183"
"8,046"
"8,542"
"20,736"
"6,425"
"2,337"
"5,100"
"65,044"
"35,926"
"4,656"
720
"15,608"
"10,327"
"10,150"
"1,683"
"7,299"
"1,969"
"1,541"
857
"25,000"
"32,330"
"22,967"
"6,956"
"34,182"
"12,341"
"40,448"
"32,578"
"17,859"
"6,929"
"24,728"
"4,204"
"31,693"
"27,840"
"43,668"
"1,500"
"2,340"
"10,227"
"49,420"
"7,280"
"13,000"
"21,600"
"22,221"
"2,134"
"6,087"
"2,618"
"4,184"
"1,048"
"11,781"
"30,183"
"14,871"
"4,830"
"79,840"
"3,055"
"6,602"
"4,048"
"7,085"
"30,388"
"3,965"
"5,175"
690
600
"6,080"
"18,137"
"10,791"
"1,300"
"6,902"
"2,324"
"12,111"
"9,454"
"19,949"
"16,254"
"25,627"
"2,840"
"5,775"
"135,819"
"56,311"
"14,691"
"7,593"
"110,687"
"15,839"
"7,504"
"17,268"
"13,992"
"14,960"
"10,144"
384
"6,134"
"12,700"
"5,338"
"4,111"
"3,847"
"23,653"
"3,375"
"14,350"
"38,277"
"2,000"
"1,780"
"12,895"
"3,485"
"9,761"
789
663
625
"16,170"
"3,806"
"7,300"
"1,908"
"7,306"
"4,045"
"44,564"
"19,033"
"12,736"
"1,806"
"11,645"
"5,508"
"2,314"
"1,858"
"8,919"
"2,300"
"19,090"
"12,653"
"4,686"
"27,596"
"15,156"
"1,847"
"6,800"
"7,445"
"5,812"
"4,781"
"3,071"
971
"1,440"
"6,778"
"18,195"
"2,482"
"1,056"
"3,680"
"2,160"
"13,094"
"19,880"
"4,639"
"4,559"
"2,450"
"4,872"
"26,931"
"11,702"
"40,227"
"21,376"
"2,201"
770
"9,075"
"22,037"
"27,398"
"12,447"
"23,448"
"35,616"
"108,007"
"31,926"
"7,628"
"3,671"
"19,274"
"3,759"
"14,329"
"3,526"
"2,678"
"4,314"
"31,408"
"30,649"
910
"20,526"
"2,684"
"27,459"
"137,023"
"8,286"
"3,220"
"54,493"
"12,125"
"4,356"
"9,092"
"8,400"
"34,068"
"2,173"
"5,809"
"4,015"
"1,620"
"26,911"
"21,200"
"14,380"
"1,071"
"3,011"
"3,234"
"7,148"
"24,392"
"20,107"
"18,636"
"4,170"
"4,114"
"9,545"
"96,175"
"37,328"
"6,609"
"60,112"
"12,051"
"7,200"
"4,020"
"14,833"
"4,881"
"1,242"
"1,202"
435
293
455
"4,731"
491
"3,875"
"13,392"
"13,800"
"57,760"
"7,682"
"14,795"
"4,977"
"1,487,565"
"4,534"
"23,431"
"17,940"
515
"60,005"
"9,013"
"3,207"
"90,688"
"7,410"
"201,624"
"100,800"
"72,688"
"16,778"
"16,750"
"11,046"
"33,274"
"27,526"
"24,750"
"11,568"
"8,360"
"5,752"
"3,386"
"2,622"
"111,389"
"101,528"
"31,775"
"116,040"
"49,453"
"11,763"
"9,683"
"136,512"
"44,592"
"7,130"
"8,023"
"45,624"
"11,675"
"1,501"
"52,923"
"87,193"
"44,190"
"226,607"
"38,384"
"14,496"
"10,396"
"35,343"
"68,000"
"113,507"
"36,900"
"3,873"
"17,550"
"406,989"
"34,146"
"22,899"
"5,009"
"123,370"
"17,250"
"5,055"
"11,012"
"12,835"
"72,220"
"16,431"
"4,529"
"71,108"
"51,141"
"2,325"
"1,910"
"70,881"
"151,252"
"6,875"
"18,928"
"17,388"
"1,178"
"1,289"
"7,246"
"30,632"
"3,302"
"2,360"
"2,025"
"1,792"
828
"65,259"
"2,800"
"9,856"
"2,930"
"4,024"
"3,344"
"1,728"
"1,033"
"8,516"
"20,415"
"121,956"
"59,668"
"22,100"
"253,045"
"1,249"
"7,893"
"6,889"
"5,854"
"1,550"
"1,002"
"1,205"
"10,114"
"15,360"
